Trial,condition,word,response,color,color_of_words,practice01.thisRepN,practice01.thisTrialN,practice01.thisN,practice01.thisIndex,trial_pos.thisRepN,trial_pos.thisTrialN,trial_pos.thisN,trial_pos.thisIndex,trials_neg.thisRepN,trials_neg.thisTrialN,trials_neg.thisN,trials_neg.thisIndex,trial_col_pos.thisRepN,trial_col_pos.thisTrialN,trial_col_pos.thisN,trial_col_pos.thisIndex,trial_col_neg.thisRepN,trial_col_neg.thisTrialN,trial_col_neg.thisN,trial_col_neg.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fixtation.started,fixtation.stopped,words.started,words.stopped,key_response.keys,key_response.started,key_response.stopped,key_response.rt,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,fix_2.started,fix_2.stopped,word_2.started,word_2.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14,neutral,sentense,q',"(0, 100, 0)",,,,,,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,72.65475183300441,73.6546934999642,73.73910095798783,72.65475183300441,None,73.73910095798783,74.73840212495998,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
6,positive,intimate,p',"(0, 100, 0)",,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,75.23859508300666,76.2387574579916,76.32165024999995,75.23859508300666,None,76.32165024999995,77.3222642079927,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
5,positive,excited,p',"(0, 100, 0)",,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,77.82151958299801,78.82203729101457,78.9051718749688,77.82151958299801,None,78.9051718749688,79.90541270800168,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
2,positive,optimistic,p',"(0, 100, 0)",,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,80.40515962499194,81.40509316598764,81.48910800000886,80.40515962499194,p,81.48910800000886,None,0.9216018749866635,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
15,neutral,language,q',"(0, 100, 0)",,,,,,0,10,10,14,,,,,,,,,,,,,,,,,,,,,,,,,82.43899091600906,83.43911608296912,83.52254458301468,None,None,83.52254458301468,84.5222447909764,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
1,positive,powerful,p',"(0, 100, 0)",,,,,,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,85.0227441249881,86.02289116597967,86.10523941600695,85.0227441249881,None,86.10523941600695,87.1062058749958,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
10,positive,successful,p',"(0, 100, 0)",,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,87.60563104099128,88.60556404100498,88.68950812501134,87.60563104099128,None,88.68950812501134,89.68934108299436,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
11,neutral,sweter,q',"(0, 100, 0)",,,,,,0,13,13,10,,,,,,,,,,,,,,,,,,,,,,,,,90.18981904099928,91.18896241596667,91.27272224996705,90.18981904099928,None,91.27272224996705,92.2728109160089,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
9,positive,thankful,p',"(0, 100, 0)",,,,,,0,14,14,8,,,,,,,,,,,,,,,,,,,,,,,,,92.77231554099126,93.77311458298936,93.85595945798559,92.77231554099126,None,93.85595945798559,94.85605733300326,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
3,positive,interested,p',"(0, 100, 0)",,,,,,0,15,15,2,,,,,,,,,,,,,,,,,,,,,,,,,95.35572875000071,96.35602079099044,96.4395902499673,95.35572875000071,None,96.4395902499673,97.43980508297682,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
13,neutral,wrapping,q',"(0, 100, 0)",,,,,,0,16,16,12,,,,,,,,,,,,,,,,,,,,,,,,,97.94000833301106,98.93944574997295,99.02290462498786,97.94000833301106,None,99.02290462498786,100.02297033299692,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
17,neutral,numbers,q',"(0, 100, 0)",,,,,,0,17,17,16,,,,,,,,,,,,,,,,,,,,,,,,,100.52268762496533,101.52254020801047,101.60625591600547,100.52268762496533,None,101.60625591600547,102.60643400001572,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
19,neutral,moderate,q',"(0, 100, 0)",,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,103.10634191596182,104.1060792079661,104.19000091601629,103.10634191596182,None,104.19000091601629,105.19013262499357,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
7,positive,loving,p',"(0, 100, 0)",,,,,,0,19,19,6,,,,,,,,,,,,,,,,,,,,,,,,,105.68953237496316,106.68957654101541,106.77267387497704,105.68953237496316,None,106.77267387497704,107.77331575000426,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
17,negative,guilty,n',"(0, 100, 0)",,,,,,,,,,0,0,0,16,,,,,,,,,,,,,,,,,,,,,108.28640595800243,109.2893742499873,109.37278624996543,108.28640595800243,None,109.37278624996543,110.37312133295927,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
2,neutral,syllabus,q',"(0, 100, 0)",,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,110.8729586660047,111.87269604101311,111.9559826249606,110.8729586660047,None,111.9559826249606,112.95695437496761,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
6,neutral,joining,q',"(0, 100, 0)",,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,113.45644287497271,114.45626791601535,114.5395222909865,113.45644287497271,None,114.5395222909865,115.53964400000405,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
18,negative,scared,n',"(0, 100, 0)",,,,,,,,,,0,3,3,17,,,,,,,,,,,,,,,,,,,,,116.03969233296812,117.03949374996591,117.12290537497029,116.03969233296812,None,117.12290537497029,118.12358016596409,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
10,neutral,letter,q',"(0, 100, 0)",,,,,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,118.62380329100415,119.62308099999791,119.7062160409987,118.62380329100415,q,119.7062160409987,None,0.8860596250160597,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
5,neutral,stone,q',"(0, 100, 0)",,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,120.62332158297068,121.62291799997911,121.70651674998226,None,q,121.70651674998226,None,0.6877147909835912,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
15,negative,bored,n',"(0, 100, 0)",,,,,,,,,,0,6,6,14,,,,,,,,,,,,,,,,,,,,,122.42313504096819,123.42345183296129,123.50689149997197,None,None,123.50689149997197,124.50647262501298,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
1,neutral,design,q',"(0, 100, 0)",,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,125.00697466597194,126.00675595796201,126.0905516659841,125.00697466597194,None,126.0905516659841,127.08966075000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
20,negative,jealous,n',"(0, 100, 0)",,,,,,,,,,0,8,8,19,,,,,,,,,,,,,,,,,,,,,127.59028258296894,128.58984779100865,128.6734010829823,127.59028258296894,None,128.6734010829823,129.67334212496644,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
7,neutral,running,q',"(0, 100, 0)",,,,,,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,130.17360770801315,131.17435158300214,131.2565126660047,130.17360770801315,None,131.2565126660047,132.256586375006,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
21,negative,vulnerable,n',"(0, 100, 0)",,,,,,,,,,0,10,10,20,,,,,,,,,,,,,,,,,,,,,132.7567129160161,133.7566925829742,133.84008912497666,132.7567129160161,None,133.84008912497666,134.84033916599583,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
14,negative,anxious,n',"(0, 100, 0)",,,,,,,,,,0,11,11,13,,,,,,,,,,,,,,,,,,,,,135.3402063329704,136.33987604099093,136.4244503749651,135.3402063329704,None,136.4244503749651,137.42461670801276,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
9,neutral,formula,q',"(0, 100, 0)",,,,,,,,,,0,12,12,8,,,,,,,,,,,,,,,,,,,,,137.9241184159764,138.92345095798373,139.0072120410041,137.9241184159764,q,139.0072120410041,None,0.9182244169642217,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
3,neutral,geography,q',"(0, 100, 0)",,,,,,,,,,0,13,13,2,,,,,,,,,,,,,,,,,,,,,139.95701074996032,140.95689450000646,141.04027887497796,None,None,141.04027887497796,142.04025220801122,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
12,negative,hurt,n',"(0, 100, 0)",,,,,,,,,,0,14,14,11,,,,,,,,,,,,,,,,,,,,,142.54024070798187,143.54043387499405,143.624025875004,142.54024070798187,None,143.624025875004,144.6235400409787,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
19,negative,helpless,n',"(0, 100, 0)",,,,,,,,,,0,15,15,18,,,,,,,,,,,,,,,,,,,,,145.1236517499783,146.12397904100362,146.20703399996273,145.1236517499783,None,146.20703399996273,147.2070527499891,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
4,neutral,window,q',"(0, 100, 0)",,,,,,,,,,0,16,16,3,,,,,,,,,,,,,,,,,,,,,147.70721837499877,148.7072702079895,148.79128516599303,147.70721837499877,q,148.79128516599303,None,0.9532159989466891,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
11,negative,depressed,n',"(0, 100, 0)",,,,,,,,,,0,17,17,10,,,,,,,,,,,,,,,,,,,,,149.77396879100706,150.77395295799943,150.85732141596964,None,n,150.85732141596964,None,0.910287541046273,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
13,negative,lonely,n',"(0, 100, 0)",,,,,,,,,,0,18,18,12,,,,,,,,,,,,,,,,,,,,,151.7904789999593,152.790644624969,152.87397016596515,None,None,152.87397016596515,153.8739433750161,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
8,neutral,monotone,q',"(0, 100, 0)",,,,,,,,,,0,19,19,7,,,,,,,,,,,,,,,,,,,,,154.3736781660118,155.37418674997753,155.45733679097611,154.3736781660118,None,155.45733679097611,156.45732679095818,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
16,negative,vulnerable,n',"(0, 100, 0)",,,,,,,,,,0,20,20,15,,,,,,,,,,,,,,,,,,,,,156.95766216597985,157.95786287495866,158.04071829101304,156.95766216597985,None,158.04071829101304,159.04072204098338,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.54123937501572,None,space,2.648409624991473,159.54123937501572,None,,,,,,,,,,,,,,,3,001,2021_Dec_01_1438,myproject,2021.2.3,59.80096743574194,
