Trial,condition,word,response,color,color_of_words,practice01.thisRepN,practice01.thisTrialN,practice01.thisN,practice01.thisIndex,trial_pos.thisRepN,trial_pos.thisTrialN,trial_pos.thisN,trial_pos.thisIndex,trials_neg.thisRepN,trials_neg.thisTrialN,trials_neg.thisN,trials_neg.thisIndex,trial_col_pos.thisRepN,trial_col_pos.thisTrialN,trial_col_pos.thisN,trial_col_pos.thisIndex,trial_col_neg.thisRepN,trial_col_neg.thisTrialN,trial_col_neg.thisN,trial_col_neg.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fixtation.started,fixtation.stopped,words.started,words.stopped,key_response.keys,key_response.started,key_response.stopped,key_response.rt,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,fix_2.started,fix_2.stopped,word_2.started,word_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9,positive,thankful,p',"(0, 100, 0)",,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,107.58222937502433,108.58180566702504,108.66560937499162,107.58222937502433,p,108.66560937499162,None,0.7598517070291564,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
10,positive,successful,p',"(0, 100, 0)",,,,,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,109.44860579201486,110.44882983400021,110.53190533397719,None,p,110.53190533397719,None,0.6833571660099551,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
15,neutral,language,q',"(0, 100, 0)",,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,111.23243645904586,112.23264070902951,112.31584979197942,None,p,112.31584979197942,None,0.783390040975064,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
17,neutral,numbers,q',"(0, 100, 0)",,,,,,0,9,9,16,,,,,,,,,,,,,,,,,,,,,,,,,113.13186679198407,114.13215808407404,114.21557837503497,None,None,114.21557837503497,115.21605579205789,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
16,neutral,condition,q',"(0, 100, 0)",,,,,,0,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,115.71550495899282,116.71530837507453,116.79888945899438,115.71550495899282,p,116.79888945899438,None,0.9126581239979714,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
1,positive,powerful,p',"(0, 100, 0)",,,,,,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,117.73267262498848,118.73210825002752,118.81557370908558,None,p,118.81557370908558,None,0.8017586250789464,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
7,positive,loving,p',"(0, 100, 0)",,,,,,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,119.64873908401933,120.64909462502692,120.73239949997514,None,p,120.73239949997514,None,0.9532975408947095,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
8,positive,joyful,p',"(0, 100, 0)",,,,,,0,13,13,7,,,,,,,,,,,,,,,,,,,,,,,,,121.71593525004573,122.71593725006096,122.79945575003512,None,p,122.79945575003512,None,0.9240443329326808,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
2,positive,optimistic,p',"(0, 100, 0)",,,,,,0,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,123.74925295903813,124.7493138340069,124.83283908409066,None,p,124.83283908409066,None,0.8475569990696386,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
4,positive,content,p',"(0, 100, 0)",,,,,,0,15,15,3,,,,,,,,,,,,,,,,,,,,,,,,,125.6994891250506,126.6991979170125,126.78264354204293,None,None,126.78264354204293,127.78233683400322,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
19,neutral,moderate,q',"(0, 100, 0)",,,,,,0,16,16,18,,,,,,,,,,,,,,,,,,,,,,,,,128.28238358406816,129.28248066699598,129.36623183405027,128.28238358406816,None,129.36623183405027,130.3656582920812,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
11,neutral,sweter,q',"(0, 100, 0)",,,,,,0,17,17,10,,,,,,,,,,,,,,,,,,,,,,,,,130.86558054201305,131.86604754207656,131.9494625000516,130.86558054201305,None,131.9494625000516,132.94934504199773,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
5,positive,excited,p',"(0, 100, 0)",,,,,,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,,,,133.44928120903205,134.44972337502986,134.53348325006664,133.44928120903205,p,134.53348325006664,None,0.8830276660155505,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
3,positive,interested,p',"(0, 100, 0)",,,,,,0,19,19,2,,,,,,,,,,,,,,,,,,,,,,,,,135.44940341706388,136.44950366707053,136.53289287502412,None,p,136.53289287502412,None,0.7478896239772439,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
9,neutral,formula,q',"(0, 100, 0)",,,,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,137.31262787501328,138.31623150000814,138.39959112508222,None,q,138.39959112508222,None,0.9211557069793344,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
16,negative,vulnerable,n',"(0, 100, 0)",,,,,,,,,,0,1,1,15,,,,,,,,,,,,,,,,,,,,,139.34954175003804,140.34965774999,140.43305141699966,None,None,140.43305141699966,141.43313850008417,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
5,neutral,stone,q',"(0, 100, 0)",,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,141.93275945901405,142.93280416703783,143.0165633750148,141.93275945901405,None,143.0165633750148,144.0167023340473,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
1,neutral,design,q',"(0, 100, 0)",,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,144.516667042044,145.51646433398128,145.59976333403029,144.516667042044,p,145.59976333403029,None,0.9038163740187883,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
19,negative,helpless,n',"(0, 100, 0)",,,,,,,,,,0,4,4,18,,,,,,,,,,,,,,,,,,,,,146.53296049998607,147.53302204201464,147.61733216699213,None,None,147.61733216699213,148.61625575006474,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
13,negative,lonely,n',"(0, 100, 0)",,,,,,,,,,0,5,5,12,,,,,,,,,,,,,,,,,,,,,149.1167371670017,150.11650758399628,150.2004247920122,149.1167371670017,n,150.2004247920122,None,0.748347957036458,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
14,negative,anxious,n',"(0, 100, 0)",,,,,,,,,,0,6,6,13,,,,,,,,,,,,,,,,,,,,,150.96660220902413,151.96708270907402,152.049833917059,None,n,152.049833917059,None,0.6951164579950273,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
21,negative,vulnerable,n',"(0, 100, 0)",,,,,,,,,,0,7,7,20,,,,,,,,,,,,,,,,,,,,,152.76689183397684,153.7666728340555,153.850816084072,None,n,153.850816084072,None,0.7931843739934266,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
15,negative,bored,n',"(0, 100, 0)",,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,154.66681795904879,155.66684908408206,155.75018166704103,None,n,155.75018166704103,None,0.7555765830911696,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
2,neutral,syllabus,q',"(0, 100, 0)",,,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,156.53385616699234,157.5334771249909,157.6169417090714,None,None,157.6169417090714,158.61791291704867,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
6,neutral,joining,q',"(0, 100, 0)",,,,,,,,,,0,10,10,5,,,,,,,,,,,,,,,,,,,,,159.11695220903493,160.11718516703695,160.2000821250258,159.11695220903493,p,160.2000821250258,None,0.8270094989566132,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
4,neutral,window,q',"(0, 100, 0)",,,,,,,,,,0,11,11,3,,,,,,,,,,,,,,,,,,,,,161.0500812920509,162.05054637498688,162.1342330420157,None,None,162.1342330420157,163.13383795903064,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
3,neutral,geography,q',"(0, 100, 0)",,,,,,,,,,0,12,12,2,,,,,,,,,,,,,,,,,,,,,163.63342254201416,164.63398983399384,164.71667624998372,163.63342254201416,q,164.71667624998372,None,0.8683019570307806,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
17,negative,guilty,n',"(0, 100, 0)",,,,,,,,,,0,13,13,16,,,,,,,,,,,,,,,,,,,,,165.61680791701656,166.6171502090292,166.7005464170361,None,None,166.7005464170361,167.7010391249787,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
12,negative,hurt,n',"(0, 100, 0)",,,,,,,,,,0,14,14,11,,,,,,,,,,,,,,,,,,,,,168.20046387508046,169.20097258407623,169.28360387508292,168.20046387508046,n,169.28360387508292,None,0.6955250820610672,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
11,negative,depressed,n',"(0, 100, 0)",,,,,,,,,,0,15,15,10,,,,,,,,,,,,,,,,,,,,,170.00085358403157,171.00010070903227,171.08479462505784,None,n,171.08479462505784,None,0.6489680829690769,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
8,neutral,monotone,q',"(0, 100, 0)",,,,,,,,,,0,16,16,7,,,,,,,,,,,,,,,,,,,,,171.7506012499798,172.75034162506927,172.83421204204205,None,n,172.83421204204205,None,0.9119407080579549,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
18,negative,scared,n',"(0, 100, 0)",,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,173.76728970906697,174.76710541697685,174.85070933401585,None,n,174.85070933401585,None,0.6832072909455746,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
