Trial,condition,word,response,color,color_of_words,practice01.thisRepN,practice01.thisTrialN,practice01.thisN,practice01.thisIndex,trial_pos.thisRepN,trial_pos.thisTrialN,trial_pos.thisN,trial_pos.thisIndex,trials_neg.thisRepN,trials_neg.thisTrialN,trials_neg.thisN,trials_neg.thisIndex,trial_col_pos.thisRepN,trial_col_pos.thisTrialN,trial_col_pos.thisN,trial_col_pos.thisIndex,trial_col_neg.thisRepN,trial_col_neg.thisTrialN,trial_col_neg.thisN,trial_col_neg.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fixtation.started,fixtation.stopped,words.started,words.stopped,key_response.keys,key_response.started,key_response.stopped,key_response.rt,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,fix_2.started,fix_2.stopped,word_2.started,word_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14,neutral,ceiling,q',,"(0, 100, 0)",,,,,,,,,,,,,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.31836966704577,217.31821029202547,217.40170729206875,None,q,0.9335755830397829,217.40170729206875,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
12,neutral,condition,q',,"(100, 0, 0)",,,,,,,,,,,,,0,17,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.35218074999284,219.35147983406205,219.43569033406675,None,None,,219.43569033406675,220.43510670901742,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
16,neutral,designating,q',,"(0, 0, 100)",,,,,,,,,,,,,0,18,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.93481195904315,221.93501445907168,222.01859624998178,220.93481195904315,None,,222.01859624998178,223.0185336250579,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
7,positive,respected,p',,"(0, 0, 100)",,,,,,,,,,,,,0,19,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.51825337507762,224.51898379204795,224.6022333339788,223.51825337507762,p,0.8742504159454256,224.6022333339788,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
10,neutral,editing,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.51890591706615,226.51860075001605,226.60209070902783,None,None,,226.60209070902783,227.6018332920503,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
16,negative,embarrassed,n',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.10184070898686,229.10235416702926,229.18545975000598,228.10184070898686,None,,229.18545975000598,230.18545820901636,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
6,neutral,style,q',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.6850019589765,231.6854167090496,231.76870083401445,230.6850019589765,p,0.724914081976749,231.76870083401445,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
18,negative,victimised,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,3,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.51928008405957,233.51872983400244,233.6022274590796,None,n,0.7743325830670074,233.6022274590796,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
13,negative,stressed,n',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.402115667006,235.40226016705856,235.48538266704418,None,None,,235.48538266704418,236.48551104206126,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
2,neutral,syllabus,q',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.98564591701142,237.9863873340655,238.06889975001104,236.98564591701142,None,,238.06889975001104,239.06882762501482,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
3,neutral,geography,q',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.56884016701952,240.56876387505326,240.65248266700655,239.56884016701952,None,,240.65248266700655,241.65223412506748,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
7,neutral,mapping,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.15246833406854,243.15228645899333,243.23659191699699,242.15246833406854,None,,243.23659191699699,244.2363489170093,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
14,negative,guilty,n',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,8,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.7357009589905,245.73582854203414,245.81938608398195,244.7357009589905,None,,245.81938608398195,246.8197185000172,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
8,neutral,seventeen,q',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.3189218339976,248.31929012504406,248.4027207089821,247.3189218339976,None,,248.4027207089821,249.4029275419889,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
20,negative,fearful,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,10,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.90299704205245,250.9024319590535,250.98613983404357,249.90299704205245,n,0.9546219579642639,250.98613983404357,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
17,negative,grief,n',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.96931095898617,252.9691035420401,253.05336516699754,None,None,,253.05336516699754,254.05264333402738,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
19,negative,tired,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.5523411250906,255.5531931250589,255.63638012507,254.5523411250906,n,0.8765269159339368,255.63638012507,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
4,neutral,vegetable,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.53687945904676,257.5368542500073,257.61963433399796,None,q,0.9501431660028175,257.61963433399796,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
15,negative,hostile,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.58674629207235,259.58615987503435,259.6696403750684,None,n,0.6831551659852266,259.6696403750684,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
11,negative,critical,n',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,15,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.3699852920836,261.3699758340372,261.453261375078,None,n,0.832549124956131,261.453261375078,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
5,neutral,glasses,q',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,16,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.30360850004945,263.3028158750385,263.38648883404676,None,q,0.8437071660300717,263.38648883404676,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
9,neutral,photo,q',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.25350120908115,265.25291158398613,265.3362879999913,None,None,,265.3362879999913,266.3368020420894,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
1,neutral,design,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,18,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.83615620899945,267.83615983405616,267.9199532089988,266.83615620899945,n,0.736853998969309,267.9199532089988,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
12,negative,annoyed,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.68646375008393,269.6867241250584,269.7702146670781,None,n,0.8677332489751279,269.7702146670781,None,,,,,,,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.6696763749933,None,space,2.387228498933837,270.6696763749933,None,7,001,2021_Dec_10_2131,myproject,2021.2.3,59.86185405408151,
