Trial,condition,word,response,color,color_of_words,practice01.thisRepN,practice01.thisTrialN,practice01.thisN,practice01.thisIndex,trial_pos.thisRepN,trial_pos.thisTrialN,trial_pos.thisN,trial_pos.thisIndex,trials_neg.thisRepN,trials_neg.thisTrialN,trials_neg.thisN,trials_neg.thisIndex,trial_col_pos.thisRepN,trial_col_pos.thisTrialN,trial_col_pos.thisN,trial_col_pos.thisIndex,trial_col_neg.thisRepN,trial_col_neg.thisTrialN,trial_col_neg.thisN,trial_col_neg.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fixtation.started,fixtation.stopped,words.started,words.stopped,key_response.keys,key_response.started,key_response.stopped,key_response.rt,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,fix_2.started,fix_2.stopped,word_2.started,word_2.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,neutral,design,q',"(0, 100, 0)",,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,125.14245983399451,126.14255091699306,126.22563470900059,125.14245983399451,q,126.22563470900059,None,0.7110158739960752,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
17,negative,guilty,n',"(0, 100, 0)",,,,,,,,,,0,9,9,16,,,,,,,,,,,,,,,,,,,,,126.95885237498442,127.95903120900039,128.04201237502275,None,q,128.04201237502275,None,0.8883689159993082,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
11,negative,depressed,n',"(0, 100, 0)",,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,128.95920641702833,129.9596037089941,130.0423014590051,None,n,130.0423014590051,None,0.7801877909805626,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
3,neutral,geography,q',"(0, 100, 0)",,,,,,,,,,0,11,11,2,,,,,,,,,,,,,,,,,,,,,130.84263249998912,131.8422625840176,131.92665637499886,None,None,131.92665637499886,132.92635362502187,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
21,negative,vulnerable,n',"(0, 100, 0)",,,,,,,,,,0,12,12,20,,,,,,,,,,,,,,,,,,,,,133.42638937500305,134.42619058402488,134.50943008402828,133.42638937500305,None,134.50943008402828,135.5092580000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
6,neutral,joining,q',"(0, 100, 0)",,,,,,,,,,0,13,13,5,,,,,,,,,,,,,,,,,,,,,136.0091731250286,137.00948200002313,137.09251979202963,136.0091731250286,None,137.09251979202963,138.09286904201144,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
18,negative,scared,n',"(0, 100, 0)",,,,,,,,,,0,14,14,17,,,,,,,,,,,,,,,,,,,,,138.59273216698784,139.5929039589828,139.67591900000116,138.59273216698784,n,139.67591900000116,None,0.8325229579932056,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
4,neutral,window,q',"(0, 100, 0)",,,,,,,,,,0,15,15,3,,,,,,,,,,,,,,,,,,,,,140.52658366702963,141.52603349997662,141.610162166995,None,None,141.610162166995,142.60996254201746,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
8,neutral,monotone,q',"(0, 100, 0)",,,,,,,,,,0,16,16,7,,,,,,,,,,,,,,,,,,,,,143.10944116697647,144.10968691698508,144.1929929589969,143.10944116697647,q,144.1929929589969,None,0.7796904580318369,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
15,negative,bored,n',"(0, 100, 0)",,,,,,,,,,0,17,17,14,,,,,,,,,,,,,,,,,,,,,144.99295587500092,145.99246258399216,146.07621800003108,None,None,146.07621800003108,147.07652141700964,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
20,negative,jealous,n',"(0, 100, 0)",,,,,,,,,,0,18,18,19,,,,,,,,,,,,,,,,,,,,,147.5766119590262,148.57611475000158,148.6596181250061,147.5766119590262,n,148.6596181250061,None,0.9112833749968559,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
13,negative,lonely,n',"(0, 100, 0)",,,,,,,,,,0,19,19,12,,,,,,,,,,,,,,,,,,,,,149.59276362502715,150.59327966702404,150.67653512500692,None,n,150.67653512500692,None,0.5962335410295054,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
2,neutral,syllabus,q',"(0, 100, 0)",,,,,,,,,,0,20,20,1,,,,,,,,,,,,,,,,,,,,,151.2933109169826,152.29297204199247,152.37609608401544,None,None,152.37609608401544,153.37670258397702,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.87621195899555,None,space,2.590533333015628,153.87621195899555,None,,,,,,,,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
1,positive,proud,p',,"(0, 0, 100)",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.50661345903063,157.51029204198858,157.5935947090038,None,None,157.5935947090038,158.59335054201074,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
2,positive,glad,p',,"(0, 100, 0)",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.09326008398784,160.09341608401155,160.17703750001965,159.09326008398784,p,160.17703750001965,None,0.7506007910124026,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
3,positive,happy,p',,"(100, 0, 0)",,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.96001362497918,161.9600187499891,162.0431411670288,None,p,162.0431411670288,None,0.7907117499853484,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
4,positive,playful,p',,"(0, 0, 100)",,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.8598731670063,163.86027541698422,163.9439364169957,None,p,163.9439364169957,None,0.7818893330404535,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
5,positive,amazed,p',,"(0, 100, 0)",,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7444452919881,165.7599162919796,165.84344629198313,None,p,165.84344629198313,None,0.543469874013681,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
6,positive,valued,p',,"(100, 0, 0)",,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.40969637501985,167.41038654203294,167.49359529197682,None,n,167.49359529197682,None,0.6913942079991102,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
7,positive,respected,p',,"(0, 0, 100)",,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.21059362503001,169.20970108400797,169.29429154202808,None,p,169.29429154202808,None,0.4636587499990128,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
8,positive,free,p',,"(0, 100, 0)",,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.77699070901144,170.77669641701505,170.86017850000644,None,p,170.86017850000644,None,0.6668544159620069,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
9,positive,joyful,p',,"(100, 0, 0)",,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.54448441701243,172.56054858397692,172.6271021250286,None,p,172.6271021250286,None,0.43984620698029175,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
10,positive,calm,p',,"(0, 0, 100)",,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.09340470901225,174.09388654201757,174.1773740000208,None,p,174.1773740000208,None,0.4475982080330141,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
11,neutral,language,q',,"(0, 100, 0)",,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.64383766701212,175.6438127500005,175.72719700000016,None,p,175.72719700000016,None,0.3836881660390645,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
12,neutral,condition,q',,"(100, 0, 0)",,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.14381783403223,177.14391004201025,177.22715350001818,None,n,177.22715350001818,None,0.6588121660170145,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
13,neutral,numbers,q',,"(0, 0, 100)",,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.91022750001866,178.91043029201683,178.99436587502714,None,q,178.99436587502714,None,0.6175100829568692,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
14,neutral,ceiling,q',,"(0, 100, 0)",,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.64397804200416,180.64382012502756,180.72748133400455,None,q,180.72748133400455,None,0.5884945410070941,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
15,neutral,moderate,q',,"(100, 0, 0)",,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.34455912502017,182.34407191700302,182.42784770898288,None,q,182.42784770898288,None,0.5711773330112919,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
16,neutral,designating,q',,"(0, 0, 100)",,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.02758995897602,184.02753204200417,184.11079887498636,None,q,184.11079887498636,None,0.6211286660400219,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
17,neutral,participating,q',,"(0, 100, 0)",,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.76042750000488,185.7610253340099,185.84369937499287,None,q,185.84369937499287,None,0.89353983203182,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
18,neutral,collecting,q',,"(100, 0, 0)",,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.7608923750231,187.76038562500617,187.84407491702586,None,q,187.84407491702586,None,0.5440538739785552,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
19,neutral,telephone,q',,"(100, 0, 0)",,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.41046683402965,189.41076233400963,189.49420183402253,None,q,189.49420183402253,None,0.5770395410363562,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
