Trial,condition,word,response,color,color_of_words,practice01.thisRepN,practice01.thisTrialN,practice01.thisN,practice01.thisIndex,trial_pos.thisRepN,trial_pos.thisTrialN,trial_pos.thisN,trial_pos.thisIndex,trials_neg.thisRepN,trials_neg.thisTrialN,trials_neg.thisN,trials_neg.thisIndex,trial_col_pos.thisRepN,trial_col_pos.thisTrialN,trial_col_pos.thisN,trial_col_pos.thisIndex,trial_col_neg.thisRepN,trial_col_neg.thisTrialN,trial_col_neg.thisN,trial_col_neg.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,fixtation.started,fixtation.stopped,words.started,words.stopped,key_response.keys,key_response.started,key_response.stopped,key_response.rt,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,fix_2.started,fix_2.stopped,word_2.started,word_2.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
20,neutral,carbonate,q',,"(100, 0, 0)",,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.09390045900363,191.09403958398616,191.17730233399197,None,q,191.17730233399197,None,0.5779922079527751,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
19,negative,tired,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.79430979199242,192.7940865419805,192.87734725000337,None,n,192.87734725000337,None,0.733709832013119,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
6,neutral,style,q',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.6443506249925,194.6442697920138,194.72791212500306,None,n,194.72791212500306,None,0.582219583040569,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
18,negative,victimised,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,2,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.32808312500129,196.3280874590273,196.4109262499842,None,n,196.4109262499842,None,0.6062235409626737,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
16,negative,embarrassed,n',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.04474666703027,198.04450495901983,198.12771525001153,None,n,198.12771525001153,None,0.67243962403154,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
9,neutral,photo,q',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.82788474997506,199.8277341669891,199.91085099999327,None,q,199.91085099999327,None,0.8322566659771837,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
13,negative,stressed,n',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7613042090088,201.76112350000767,201.84456708398648,None,None,201.84456708398648,202.8446334170294,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
4,neutral,vegetable,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.34509529202478,204.34501616697526,204.42829520901432,203.34509529202478,q,204.42829520901432,None,0.7049602069891989,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
11,negative,critical,n',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.16094745899318,206.16122004197678,206.2442194169853,None,n,206.2442194169853,None,0.6131855410058051,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
12,negative,annoyed,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.87788808398182,207.87852004199522,207.96119200001704,None,n,207.96119200001704,None,0.5242695410270244,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
14,negative,guilty,n',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,9,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.51142595900455,209.51131945900852,209.59490795899183,None,n,209.59490795899183,None,0.48424474900821224,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
10,neutral,editing,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.1120320840273,211.11132529197494,211.19512795901392,None,q,211.19512795901392,None,0.7253592499764636,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
15,negative,hostile,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,11,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.94459312502295,212.94487191701774,213.02869837498292,None,q,213.02869837498292,None,0.804612374980934,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
7,neutral,mapping,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.86107916699257,214.861623417004,214.9449008340016,None,q,214.9449008340016,None,0.778593750030268,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
3,neutral,geography,q',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.74531416699756,216.7450579170254,216.82818704203237,None,q,216.82818704203237,None,0.6294773740228266,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
17,negative,grief,n',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,14,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.4782188750105,218.4781231249799,218.56189458398148,None,n,218.56189458398148,None,0.5795906660496257,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
5,neutral,glasses,q',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.1618568749982,220.161452291999,220.24491150001995,None,q,220.24491150001995,None,0.7213990410091355,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
20,negative,fearful,n',,"(100, 0, 0)",,,,,,,,,,,,,,,,,0,16,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.9945913340198,221.9951099170139,222.07823941699462,None,None,222.07823941699462,223.07829579198733,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
1,neutral,design,q',,"(0, 0, 100)",,,,,,,,,,,,,,,,,0,17,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.5788267920143,224.5786909169983,224.66166533401702,223.5788267920143,q,224.66166533401702,None,0.551662166020833,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
2,neutral,syllabus,q',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.24502387503162,226.2452047090046,226.32848366699181,None,None,226.32848366699181,227.32846995902946,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
8,neutral,seventeen,q',,"(0, 100, 0)",,,,,,,,,,,,,,,,,0,19,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.82846783398418,228.82912141701672,228.91217933403095,227.82846783398418,None,228.91217933403095,229.91186354198726,,,,,,,,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.41245975001948,None,space,6.657084957987536,230.41245975001948,None,5,001,2021_Dec_01_1449,myproject,2021.2.3,59.93506035603695,
